,Unnamed: 0.1,Unnamed: 0,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
1413,4952,4952,084f5,7k/1p1r1ppp/p3P3/6q1/4Q3/1PP3R1/P5PP/3r1R1K w - - 3 26,h1g1 d1f1 g1f1 g5c1 e4e1 d7d1,1933,92,80,24,advantage attraction endgame long master pin,https://lichess.org/qCAaHCsw#51
1423,4993,4993,088XX,1k4r1/pp1n1N2/4pn2/8/4PP1R/qPBB1P2/P1PQ4/2K5 w - - 1 29,c3b2 g8g1 d2d1 g1d1 c1d1 a3b2,1164,76,98,5085,advantage long middlegame queensideAttack,https://lichess.org/p8kXCQmJ#57
1432,5009,5009,08AfH,r4rk1/p1pbq1b1/1p3nQp/3p4/3P1P2/2P1B1R1/PP1N3N/R5K1 w - - 4 21,g6h6 e7e3 g3e3 g7h6,1780,326,100,2,crushing middlegame short,https://lichess.org/T7wVyrmE#41
1440,5044,5044,08Dl3,8/8/8/3n1P2/5K2/1kp1N3/8/8 w - - 7 58,e3d5 c3c2 f4e5 c2c1q,807,99,74,90,advancedPawn crushing endgame knightEndgame promotion short,https://lichess.org/PeWjOK9y#115
1443,5051,5051,08EOa,6k1/2Q2pbp/2P3p1/p7/8/B4B1P/P4PP1/q5K1 w - - 1 29,g1h2 g7e5 c7e5 a1e5,1079,85,92,203,advantage endgame fork short,https://lichess.org/T3bh41sI#57
1451,5081,5081,08HaP,4Rb2/5pkp/1B4p1/1N4n1/1PR5/5nPP/4KP2/r7 w - - 7 33,b5d4 a1e1 e2d3 e1e8 d4f3 g5f3,1540,75,97,2373,advantage long middlegame skewer,https://lichess.org/GqJcWRu9#65
1462,5148,5148,08OfC,2kr4/pp3Np1/4p1p1/3p3r/4nP2/1PP1BQn1/P5PP/2b2RK1 w - - 0 28,f7d8 c1e3 f3e3 h5h2 e3g3 e4g3 g1h2 g3f1,2283,75,85,112,crushing kingsideAttack middlegame veryLong,https://lichess.org/xuWdRzp8#55
1465,5151,5151,08Oqo,8/4k3/2R1P3/2Pp4/4r2p/3K2pP/6P1/8 b - - 0 55,e4e6 c6e6 e7e6 d3d4,1767,74,95,9316,crushing endgame rookEndgame short zugzwang,https://lichess.org/RJVHUZMs/black#110
1476,5183,5183,08Sdr,1r1r3k/5p1P/3R2pP/4qP2/PnP1P3/1P6/6Q1/1K4R1 w - - 0 38,f5g6 e5d6 g6f7 d6d3 b1b2 d3d2,2338,74,94,4166,crushing exposedKing long middlegame,https://lichess.org/TQXVl2Bh#75
1489,5243,5243,08XPs,5rk1/5pbp/1R4p1/8/4N3/4P2P/r4PP1/2R3K1 w - - 0 28,c1c7 a2a1 g1h2 g7e5 g2g3 e5c7,957,82,81,118,crushing endgame fork long,https://lichess.org/EZY5BdMj#55
1498,5280,5280,08bm9,4r1k1/p4ppp/2p5/3p4/6P1/1N5P/1qP3Q1/R6K w - - 2 31,a1a7 e8e1 g2g1 e1g1,1447,75,92,1852,crushing endgame short,https://lichess.org/ZYnvcT4o#61
1499,5282,5282,08boh,4k1r1/p4pr1/1q1pp3/7Q/2pNb3/B1P5/P1P3PP/R4R1K w - - 0 22,d4e6 e4g2,1377,77,60,218,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/K4ydfKCO#43
1500,5289,5289,08caT,r3r1k1/2q2pp1/p2b3p/3Bn3/1p6/3P1Q2/1PPB1P2/1NKR3R w - - 1 21,f3g2 e5d3,972,79,100,255,mate mateIn1 middlegame oneMove pin queensideAttack smotheredMate,https://lichess.org/KG1xUFNO#41
1510,5322,5322,08gVq,2r2rk1/p1Q2ppp/8/8/1b2P3/1PB2qP1/P2P1P1P/R3R1K1 w - - 2 22,c7a7 b4c5 e1e3 f3e3 f2e3 c5a7,2190,77,83,107,advantage long middlegame,https://lichess.org/s0e83ftc#43
1525,5377,5377,08ls2,8/8/5k2/5P1r/6K1/8/2R5/8 b - - 4 54,h5f5 c2c6 f6e5 c6c5 e5d4 c5f5,912,89,93,494,crushing deflection endgame exposedKing long rookEndgame skewer,https://lichess.org/R77ixxtE/black#108
1527,5379,5379,08m4y,3r4/r5kp/1p1q1p2/4p1p1/4Q3/2RPN2P/2P2PPK/8 b - - 0 42,d6d4 e3f5 g7h8 f5d4,1283,181,100,19,crushing endgame fork short,https://lichess.org/EoqnHgqO/black#84
1537,5410,5410,08ovB,1r6/n4pk1/1q1p2pp/p1pn4/P3N2N/3P4/B2Q1PPP/1r2R1K1 w - - 0 28,e1b1 b6b1 a2b1 b8b1 d2c1 b1c1,940,83,60,86,backRankMate long mate mateIn3 middlegame,https://lichess.org/qSduQYGS#55
1540,5426,5426,08qKA,8/k1pN3p/1bp2p2/3n4/P7/5NP1/4rPKP/1R6 w - - 0 28,b1f1 d5e3 g2g1 e3f1,1145,80,89,1787,crushing endgame pin short,https://lichess.org/FDwypgJy#55
1547,5460,5460,08tIM,4r1k1/Q1p2ppp/p2p4/1P6/2P3nP/P3P3/5P1q/R1B1R1K1 w - - 3 31,g1f1 h2f2,1136,77,87,110,mate mateIn1 middlegame oneMove,https://lichess.org/imaI28Cg#61
1557,5510,5510,08ymM,8/p2q2pk/1p5p/1Pp1Qp1P/bnB5/4PPP1/5K2/B7 b - - 1 38,a4c2 f2g2 c2e4 f3e4,1869,262,100,4,crushing endgame short,https://lichess.org/df5gjWah/black#76
1560,5527,5527,090Pe,r4r1k/1p2b1p1/2p3bp/4q3/1PBRNp2/P4Q1P/5PP1/3R2K1 w - - 2 24,e4c5 e7c5 b4c5 g6h5,2380,76,90,974,advantage middlegame short,https://lichess.org/5Pcu91td#47
1583,5621,5621,098cl,Q7/p4ppk/3bq3/8/8/2P3P1/PP5P/5R1K w - - 5 38,a8a7 e6d5 h1g1 d6c5 a7c5 d5c5,1595,73,95,6925,advantage endgame fork long,https://lichess.org/xdaTD2Zc#75
1584,5630,5630,099dv,7r/k1pb1pr1/P7/2pp1p2/4pP2/1P2P1pP/2PPN1K1/R4R2 w - - 2 32,e2g3 h8g8 g2h2 g7g3,1647,76,87,65,advantage endgame quietMove short,https://lichess.org/aj4igMmC#63
1588,5664,5664,09C9J,r1b3k1/pp4rp/2p3q1/3pP2n/2P2p2/2BRPPP1/PP2NK1Q/5R2 w - - 0 23,d3d4 f4g3 e2g3 g6g3 h2g3 h5g3,2213,93,62,28,advantage fork long middlegame,https://lichess.org/L8N0aFMM#45
1589,5670,5670,09CvB,r4rk1/1ppR1pp1/1b6/p3p1P1/P6B/1BP4Q/1P2qP1K/8 b - - 0 30,a8d8 b3f7 f8f7 d7d8,1500,500,100,0,crushing deflection kingsideAttack middlegame short,https://lichess.org/3CMiRlWY/black#60
1598,5708,5708,09HIz,R7/8/2k5/8/5PK1/p5PP/2b5/2r5 b - - 1 53,c1a1 a8c8 c6b5 c8c2,917,85,93,1231,advantage endgame short skewer,https://lichess.org/CcqZ90od/black#106
1599,5713,5713,09I9f,2r3k1/1p3p2/p2P2p1/3b3p/8/5N1P/6P1/4R1K1 b - - 0 29,d5f3 d6d7 c8d8 e1e8 g8g7 e8d8 f3c6 d8g8 g7g8 d7d8q,1366,75,93,517,advancedPawn attraction crushing endgame promotion veryLong,https://lichess.org/GLjewslY/black#58
1606,5755,5755,09MFh,5qk1/2Q3p1/1p2p2p/p3N3/3Pn3/PP2P3/1B3PPP/6K1 w - - 7 31,c7b6 f8f2 g1h1 f2e1,837,76,98,1696,backRankMate endgame fork mate mateIn2 short,https://lichess.org/gxgzeRYu#61
1608,5760,5760,09MT0,2r3k1/6bp/pR4p1/P2p4/2rPp3/2P4P/3BKQPq/1R6 w - - 4 37,b6a6 c8f8 a6a8 f8a8,2158,74,91,138,crushing master middlegame short,https://lichess.org/WlcTQZd5#73
1624,5822,5822,09R0h,2n2rk1/6p1/5r1p/1RN4P/1P2R3/1P6/5P2/6K1 w - - 1 40,c5d3 c8d6 b5e5 d6e4,1173,76,87,704,advantage endgame fork master masterVsMaster short,https://lichess.org/VWETqxVJ#79
1628,5839,5839,09SWu,r1bb1rk1/ppR2Qpp/7B/4p3/2n1P3/6P1/Pq3PBP/3R2K1 b - - 0 21,f8f7 d1d8 f7f8 c7g7 g8h8 d8f8,1222,215,82,17,deflection hangingPiece kingsideAttack long mate mateIn3 middlegame,https://lichess.org/1LuPvTw8/black#42
1629,5841,5841,09T9x,2k4r/bp1r1pp1/4p1p1/8/2P5/2Q1P3/4qPPP/R4RK1 w - - 0 22,a1a7 d7d1 a7a8 c8d7,1500,500,100,0,crushing endgame short,https://lichess.org/TAwnAUva#43
1637,5859,5859,09UWq,r1b3k1/6pp/1p2p1B1/pP1p4/P7/2P1P1nq/5Q2/R3KR2 b Q - 0 24,g3f1 f2f7 g8h8 f7e8,1027,75,96,442,mate mateIn2 middlegame short,https://lichess.org/FoBVhZVB/black#48
1644,5920,5920,09ZrO,3rk3/1p2r3/p1p5/2P4p/1P4nP/P5P1/5PB1/5QK1 w - - 1 34,f2f3 g4e3 f1f2 d8d1 g1h2 e3g2,1518,90,58,49,advantage endgame exposedKing long,https://lichess.org/AqbbzzSf#67
1652,5970,5970,09emb,4r1k1/1p6/6p1/p2N1p1p/P7/1P4KP/5PP1/8 b - - 0 37,e8c8 d5e7 g8f7 e7c8,914,183,100,19,crushing endgame fork short,https://lichess.org/ZHm6Lony/black#74
1660,6000,6000,09hY8,2r2rk1/p4pp1/3b1q2/4p2P/6Q1/3P4/PB1K2R1/7R b - - 0 24,d6b4 g4b4 c8b8 b4a3,2393,87,92,147,equality hangingPiece middlegame short,https://lichess.org/FBTSfRds/black#48
1665,6029,6029,09k4s,1R4k1/2r2ppp/p3p3/2n1p2b/P3P3/3BBP2/2P3PP/6K1 b - - 1 23,c7c8 b8c8,628,85,60,129,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/gh3HzloB/black#46
1682,6113,6113,09t1D,5rk1/2p2p1p/1q1p2p1/1p4P1/3NPQ1P/r7/2P2PK1/3R4 b - - 4 28,b6a7 d4c6 f8e8 c6a7,2062,75,86,128,crushing endgame short,https://lichess.org/hfRmt6nH/black#56
1695,6168,6168,09zmM,5rk1/4pp1p/6p1/8/4N3/bb2QB2/q4PPP/4R1K1 b - - 7 27,e7e6 e4c3 a2c2 f3e4 c2b2 e1b1 f8c8 b1b2,2587,95,60,98,clearance crushing middlegame trappedPiece veryLong,https://lichess.org/tnBlhtPu/black#54
1701,6192,6192,0A22N,8/p4R2/8/8/PPK5/2P1rp2/4k3/8 w - - 3 52,b4b5 f3f2 f7f2 e2f2 b5b6 a7b6,1357,75,93,1952,advancedPawn crushing endgame long rookEndgame,https://lichess.org/ABKcyVDv#103
1702,6197,6197,0A2Lf,r6k/7p/P3q1p1/2Q5/2P2P2/6Pb/1P5P/R5K1 b - - 0 35,a8a6 c5f8 e6g8 f8g8 h8g8 a1a6,1439,76,86,663,crushing endgame long,https://lichess.org/OFEW8vCM/black#70
1717,6229,6229,0A66w,6k1/p2n1pp1/3N1b1p/2pP1Q2/1r6/3B3P/5PPK/q7 b - - 4 29,a1d1 f5h7 g8f8 h7h8 f8e7 d6c8,1771,76,80,102,long mate mateIn3 middlegame,https://lichess.org/BjPUwiW7/black#58
1729,6286,6286,0ACBx,r4r1k/pb1q1pBP/1p6/3pnp2/3p4/2P2P2/P2QN1P1/R3K2R b KQ - 0 22,h8g7 d2h6 g7h8 h6f6,1949,76,96,3138,master mate mateIn2 middlegame short,https://lichess.org/QxAOPHRG/black#44
1732,6303,6303,0ADUs,7r/3kqp2/p7/1pb1p3/2P1P3/P2B4/1P1B2PP/5Q1K w - - 1 30,c4b5 h8h2 h1h2 e7h4,1493,94,71,24,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/o9AOqqP3#59
